modifie,par
"DECRET EXECUTIF n° 08-189 — fixant les attributions du ministre de l'habitat, de l'urbanisme et de la ville","ARRETE n° — portant approbation du document technique réglementaire D.T.R-E 5.3 relatif aux « travaux de menuiseries extérieures en PVC »"
"DECRET n° 82-319 — portant transformation de l'institut national d'études et de recherches du bâtiment (I.N.E.R.BA.) en centre national d'études et de recherches intégrées du bâtiment (C.N.E.R.I.B.)","ARRETE n° — portant approbation du document technique réglementaire D.T.R-C 4.4 relatif aux « règles de conception et d'installation des ascenseurs électriques »"
"DECRET PRESIDENTIEL n° 23-119 — portant nomination des membres du Gouvernement","ARRETE n° — portant approbation du document technique réglementaire D.T.R-C 4.4 relatif aux « règles de conception et d'installation des ascenseurs électriques »"
"DECRET EXECUTIF n° 08-189 — fixant les attributions du ministre de l'habitat, de l'urbanisme et de la ville","ARRETE n° — portant approbation du document technique réglementaire D.T.R-C 4.4 relatif aux « règles de conception et d'installation des ascenseurs électriques »"
"DECRET PRESIDENTIEL n° 23-119 — portant nomination des membres du Gouvernement","ARRÊTÉ INTERMINISTÉRIEL n° — modifiant et complétant l'arrêté interministériel du 2 Joumada El Oula 1433 correspondant au 25 mars 2012 portant implantation des inspections du contrôle de la qualité et de la répression des fraudes au niveau des frontières terrestres, maritimes, aéroportuaires, des zones et entrepôts sous douane"
"ARRETE INTERMINISTERIEL du 17 Dhou El Hidja 1432 — portant création des inspections du contrôle de la qualité et de la répression des fraudes au niveau des frontières terrestres, maritimes, aéroportuaires et des zones et entrepôts sous douane","ARRÊTÉ INTERMINISTÉRIEL n° — modifiant et complétant l'arrêté interministériel du 2 Joumada El Oula 1433 correspondant au 25 mars 2012 portant implantation des inspections du contrôle de la qualité et de la répression des fraudes au niveau des frontières terrestres, maritimes, aéroportuaires, des zones et entrepôts sous douane"
"ARRETE INTERMINISTERIEL du 2 Joumada El Oula 1433 — portant implantation des inspections du contrôle de la qualité et de la répression des fraudes au niveau des frontières terrestres, maritimes, aéroportuaires, des zones et entrepôts sous douane","ARRÊTÉ INTERMINISTÉRIEL n° — modifiant et complétant l'arrêté interministériel du 2 Joumada El Oula 1433 correspondant au 25 mars 2012 portant implantation des inspections du contrôle de la qualité et de la répression des fraudes au niveau des frontières terrestres, maritimes, aéroportuaires, des zones et entrepôts sous douane"
"DECRET PRESIDENTIEL n° 23-119 — portant nomination des membres du Gouvernement","ARRÊTÉ INTERMINISTÉRIEL n° — modifiant l'arrêté interministériel du 17 Dhou El Hidja 1432 correspondant au 13 novembre 2011 portant création des inspections du contrôle de la qualité et de la répression des fraudes au niveau des frontières terrestres, maritimes, aéroportuaires et des zones et entrepôts sous douane"
"ARRETE INTERMINISTERIEL du 17 Dhou El Hidja 1432 — portant création des inspections du contrôle de la qualité et de la répression des fraudes au niveau des frontières terrestres, maritimes, aéroportuaires et des zones et entrepôts sous douane","ARRÊTÉ INTERMINISTÉRIEL n° — modifiant l'arrêté interministériel du 17 Dhou El Hidja 1432 correspondant au 13 novembre 2011 portant création des inspections du contrôle de la qualité et de la répression des fraudes au niveau des frontières terrestres, maritimes, aéroportuaires et des zones et entrepôts sous douane"
"DECRET PRESIDENTIEL n° 23-119 — portant nomination des membres du Gouvernement","ARRETE n° — fixant la composition ainsi que les modalités de fonctionnement de la commission technique intersectorielle relative à la concession d'utilisation des ressources en eau pour l'établissement d'installations au niveau des retenues d'eau superficielle et des lacs en vue d'y développer des activités de sports et de loisirs nautiques"
"ARRETE du 14 Rabie El Aouel 1439 — fixant la composition ainsi que les modalités de fonctionnement de la commission technique intersectorielle relative à la concession d'utilisation des ressources en eau pour l'établissement d'installations au niveau des retenues d'eau superficielle et des lacs en vue d'y développer des activités de sports et de loisirs nautiques","ARRETE n° — fixant la composition ainsi que les modalités de fonctionnement de la commission technique intersectorielle relative à la concession d'utilisation des ressources en eau pour l'établissement d'installations au niveau des retenues d'eau superficielle et des lacs en vue d'y développer des activités de sports et de loisirs nautiques"
"LOI n° 83-11 — relative aux assurances sociales","ARRETE n° — modifiant et complétant l'arrêté du 28 Safar 1429 correspondant au 6 mars 2008 fixant la liste des médicaments remboursables par la sécurité sociale"
"LOI n° 18-11 — relative à la santé","ARRETE n° — modifiant et complétant l'arrêté du 28 Safar 1429 correspondant au 6 mars 2008 fixant la liste des médicaments remboursables par la sécurité sociale"
"DECRET n° 84-27 — fixant les modalités d'application du titre II de la loi n° 83-11 du 2 juillet 1983 relative aux assurances sociales","ARRETE n° — modifiant et complétant l'arrêté du 28 Safar 1429 correspondant au 6 mars 2008 fixant la liste des médicaments remboursables par la sécurité sociale"
"DECRET PRESIDENTIEL n° 23-119 — portant nomination des membres du Gouvernement","ARRETE n° — modifiant et complétant l'arrêté du 28 Safar 1429 correspondant au 6 mars 2008 fixant la liste des médicaments remboursables par la sécurité sociale"
"ARRETE INTERMINISTERIEL du 17 Joumada Ethania 1424 — portant création et fixant les missions, l'organisation et le fonctionnement du comité de remboursement du médicament","ARRETE n° — modifiant et complétant l'arrêté du 28 Safar 1429 correspondant au 6 mars 2008 fixant la liste des médicaments remboursables par la sécurité sociale"
"ARRETE du 28 Safar 1429 — fixant la liste des médicaments remboursables par la sécurité sociale","ARRETE n° — modifiant et complétant l'arrêté du 28 Safar 1429 correspondant au 6 mars 2008 fixant la liste des médicaments remboursables par la sécurité sociale"
"LOI n° 83-11 — relative aux assurances sociales","ARRETE n° — complétant l'arrêté du 28 Safar 1429 correspondant au 6 mars 2008 fixant les tarifs de référence servant de base au remboursement des médicaments et les modalités de leur mise en œuvre"
"LOI n° 18-11 — relative à la santé","ARRETE n° — complétant l'arrêté du 28 Safar 1429 correspondant au 6 mars 2008 fixant les tarifs de référence servant de base au remboursement des médicaments et les modalités de leur mise en œuvre"
"DECRET n° 84-27 — fixant les modalités d'application du titre II de la loi n° 83-11 du 2 juillet 1983 relative aux assurances sociales","ARRETE n° — complétant l'arrêté du 28 Safar 1429 correspondant au 6 mars 2008 fixant les tarifs de référence servant de base au remboursement des médicaments et les modalités de leur mise en œuvre"
"DECRET PRESIDENTIEL n° 23-119 — portant nomination des membres du Gouvernement","ARRETE n° — complétant l'arrêté du 28 Safar 1429 correspondant au 6 mars 2008 fixant les tarifs de référence servant de base au remboursement des médicaments et les modalités de leur mise en œuvre"
"ARRETE INTERMINISTERIEL du 17 Joumada Ethania 1424 — portant création et fixant les missions, l'organisation et le fonctionnement du comité de remboursement du médicament","ARRETE n° — complétant l'arrêté du 28 Safar 1429 correspondant au 6 mars 2008 fixant les tarifs de référence servant de base au remboursement des médicaments et les modalités de leur mise en œuvre"
"ARRETE du 28 Safar 1429 — fixant les tarifs de référence servant de base au remboursement des médicaments et les modalités de leur mise en œuvre","ARRETE n° — complétant l'arrêté du 28 Safar 1429 correspondant au 6 mars 2008 fixant les tarifs de référence servant de base au remboursement des médicaments et les modalités de leur mise en œuvre"
"DECRET PRESIDENTIEL n° 23-119 — portant nomination des membres du Gouvernement","ARRETE n° — fixant la composition et le fonctionnement du bureau ministériel de la sûreté interne d'établissement au sein du ministère de l'environnement et des énergies renouvelables"
"DECRET EXECUTIF n° 98-410 — portant création, attributions et organisation des bureaux ministériels de la sûreté interne d'établissement","ARRETE n° — fixant la composition et le fonctionnement du bureau ministériel de la sûreté interne d'établissement au sein du ministère de l'environnement et des énergies renouvelables"
"DECRET PRESIDENTIEL n° 20-95 — fixant les missions et attributions du secrétaire général du ministère de la défense nationale","ARRETE — fixant les caractéristiques des armes de signalisation ainsi que leurs munitions"
"DECRET EXECUTIF n° 98-96 — fixant les modalités d'application de l'ordonnance n° 97-06 du 21 janvier 1997 relative aux matériels de guerre, armes et munitions","ARRETE — fixant les caractéristiques des armes de signalisation ainsi que leurs munitions"
"ARRETE — portant nomination des membres du conseil d'orientation de l'office national des statistiques","ARRETE — modifiant l'arrêté du 15 Joumada Ethania 1444 correspondant au 8 janvier 2023 portant nomination des membres du conseil d'orientation de l'office national des statistiques"
"DECRET PRESIDENTIEL n° 23-119 — portant nomination des membres du Gouvernement","ARRETE — précisant les prestations relevant de considérations culturelles et/ou artistiques à caractère historique pouvant faire l'objet de marchés selon la procédure négociée directe"
"DECRET PRESIDENTIEL n° 23-119 — portant nomination des membres du Gouvernement","ARRETE — fixant l'organisation interne de l'office national de la culture et de l'information"
"ARRETE — fixant l'organisation interne de l'office national de la culture et de l'information et de ses annexes","ARRETE — fixant l'organisation interne de l'office national de la culture et de l'information"
"DECRET PRESIDENTIEL n° 07-307 — fixant les modalités d'attribution de la bonification indiciaire aux titulaires de postes supérieurs dans les institutions et administrations publiques","ARRETE — fixant la classification du laboratoire national de dépistage du dopage et les conditions d'accès aux postes supérieurs en relevant"
"DECRET PRESIDENTIEL n° 23-119 — portant nomination des membres du Gouvernement","ARRETE — fixant la classification du laboratoire national de dépistage du dopage et les conditions d'accès aux postes supérieurs en relevant"
"DECRET EXECUTIF n° 08-04 — portant statut particulier des fonctionnaires appartenant aux corps communs aux institutions et administrations publiques","ARRETE — fixant la classification du laboratoire national de dépistage du dopage et les conditions d'accès aux postes supérieurs en relevant"
"DECRET PRESIDENTIEL n° 07-307 — fixant les modalités d'attribution de la bonification indiciaire aux titulaires de postes supérieurs dans les institutions et administrations publiques","ARRETE — fixant la classification du centre algérien du contrôle de la qualité et de l'emballage et les conditions d'accès aux postes supérieurs en relevant"
"DECRET PRESIDENTIEL n° 23-119 — portant nomination des membres du Gouvernement","ARRETE — fixant la classification du centre algérien du contrôle de la qualité et de l'emballage et les conditions d'accès aux postes supérieurs en relevant"
"DECRET EXECUTIF n° 89-147 — portant création, organisation et fonctionnement du centre algérien du contrôle de la qualité et de l'emballage « C.A.C.Q.E »","ARRETE — fixant la classification du centre algérien du contrôle de la qualité et de l'emballage et les conditions d'accès aux postes supérieurs en relevant"
"DECRET EXECUTIF n° 08-04 — portant statut particulier des fonctionnaires appartenant aux corps communs aux institutions et administrations publiques","ARRETE — fixant la classification du centre algérien du contrôle de la qualité et de l'emballage et les conditions d'accès aux postes supérieurs en relevant"
"ARRETE — fixant la liste des dépenses engagées, les taux de remboursement et les conditions d'octroi de la subvention dans le cadre de la contribution de l'Etat à la promotion des exportations","ARRETE — fixant la nomenclature des recettes et des dépenses du compte d'affectation spéciale n° 302-153 intitulé « Fonds spécial pour la promotion des exportations »"
"ARRETE — fixant la liste des ports et des aéroports dotés d'un commissariat de sécurité","ARRETE n° N/A — Complétant l'arrêté fixant la liste des ports et des aéroports dotés d'un commissariat de sécurité"
"ARRETE — fixant la composition de la commission sectorielle des marchés du ministère de l'intérieur, des collectivités locales et de l'aménagement du territoire","ARRETE n° N/A — Modifiant l'arrêté fixant la composition de la commission sectorielle des marchés du ministère de l'intérieur, des collectivités locales et de l'aménagement du territoire"
"ARRETE INTERMINISTERIEL — fixant l'organisation administrative du centre culturel islamique","ARRETE INTERMINISTERIEL n° N/A — Fixant l'organisation interne du centre culturel islamique et ses annexes"
"ARRETE INTERMINISTERIEL — fixant l'organisation administrative des annexes du centre culturel islamique et création d'une annexe dans la wilaya de Bordj Bou Arréridj","ARRETE INTERMINISTERIEL n° N/A — Fixant l'organisation interne du centre culturel islamique et ses annexes"
"ARRETE INTERMINISTERIEL — fixant la classification de l'office du palais de la culture et les conditions d'accès aux postes supérieurs en relevant","ARRETE INTERMINISTERIEL n° N/A — Fixant la classification des Palais de la culture et les conditions d'accès aux postes supérieurs en relevant"
"ARRETE — portant création d'une commission de recours compétente à l'égard des corps des fonctionnaires de l'administration centrale du ministère de la pêche et des productions halieutiques","ARRETE n° N/A — Modifiant l'arrêté portant création d'une commission de recours compétente à l'égard des corps des fonctionnaires de l'administration centrale du ministère de la pêche et des productions halieutiques"
"ARRETE — fixant les effectifs par emploi, leur classification et la durée du contrat des agents exerçant des activités d'entretien, de maintenance ou de service au titre de la résidence des magistrats","ARRÊTÉ INTERMINISTÉRIEL — correspondant au 17 septembre 2024 modifiant l'arrêté interministériel du 15 Rabie El Aouel 1434 correspondant au 27 janvier 2013 fixant les effectifs par emploi, leur classification et la durée du contrat des agents exerçant des activités d'entretien, de maintenance ou de service au titre de la résidence des magistrats."
"ARRETE — portant organisation de l'administration centrale du ministère de l'énergie en bureaux","ARRÊTÉ INTERMINISTÉRIEL — correspondant au 9 septembre 2024 fixant l'organisation de l'administration centrale du ministère de l'énergie et des mines en bureaux."
"ARRETE — portant organisation interne du centre d'approvisionnement et de maintenance des équipements et moyens didactiques (C.N.A.M.E.M.D)","ARRÊTÉ INTERMINISTÉRIEL — correspondant au 4 septembre 2024 fixant l'organisation interne du centre national d'approvisionnement et de maintenance des équipements et moyens didactiques (C.N.A.M.E.M.D) et de ses annexes régionales."
"LOI n° 84-09 — relative à l'organisation territoriale du pays","DECRET EXECUTIF n° 24-316 — portant déclassement d'une parcelle de terre agricole située au niveau de la commune de Staouéli, wilaya d'Alger, destinée à la réalisation d'un hôpital militaire universitaire."
"LOI n° 90-25 — portant orientation foncière","DECRET EXECUTIF n° 24-316 — portant déclassement d'une parcelle de terre agricole située au niveau de la commune de Staouéli, wilaya d'Alger, destinée à la réalisation d'un hôpital militaire universitaire."
"LOI n° 11-10 — relative à la commune","DECRET EXECUTIF n° 24-316 — portant déclassement d'une parcelle de terre agricole située au niveau de la commune de Staouéli, wilaya d'Alger, destinée à la réalisation d'un hôpital militaire universitaire."
"DECRET PRESIDENTIEL n° 23-119 — portant nomination des membres du Gouvernement","DECRET EXECUTIF n° 24-316 — portant déclassement d'une parcelle de terre agricole située au niveau de la commune de Staouéli, wilaya d'Alger, destinée à la réalisation d'un hôpital militaire universitaire."
"LOI n° 84-09 — relative à l'organisation territoriale du pays","DECRET EXECUTIF n° 24-317 — portant déclassement de parcelles de terres agricoles destinées à la réalisation de pôles urbains au niveau des wilayas de Blida, Jijel et Tipaza."
"LOI n° 90-25 — portant orientation foncière","DECRET EXECUTIF n° 24-317 — portant déclassement de parcelles de terres agricoles destinées à la réalisation de pôles urbains au niveau des wilayas de Blida, Jijel et Tipaza."
"LOI n° 11-10 — relative à la commune","DECRET EXECUTIF n° 24-317 — portant déclassement de parcelles de terres agricoles destinées à la réalisation de pôles urbains au niveau des wilayas de Blida, Jijel et Tipaza."
"DECRET PRESIDENTIEL n° 23-119 — portant nomination des membres du Gouvernement","DECRET EXECUTIF n° 24-317 — portant déclassement de parcelles de terres agricoles destinées à la réalisation de pôles urbains au niveau des wilayas de Blida, Jijel et Tipaza."
"LOI n° 84-09 — relative à l'organisation territoriale du pays","DECRET EXECUTIF n° 24-318 — portant déclassement de parcelles de terres agricoles destinées à la réalisation de logements et équipements publics au niveau de certaines wilayas."
"LOI n° 90-25 — portant orientation foncière","DECRET EXECUTIF n° 24-318 — portant déclassement de parcelles de terres agricoles destinées à la réalisation de logements et équipements publics au niveau de certaines wilayas."
"LOI n° 11-10 — relative à la commune","DECRET EXECUTIF n° 24-318 — portant déclassement de parcelles de terres agricoles destinées à la réalisation de logements et équipements publics au niveau de certaines wilayas."
"DECRET PRESIDENTIEL n° 23-119 — portant nomination des membres du Gouvernement","DECRET EXECUTIF n° 24-318 — portant déclassement de parcelles de terres agricoles destinées à la réalisation de logements et équipements publics au niveau de certaines wilayas."
"LOI n° 90-30 — portant loi domaniale","DECRET EXECUTIF n° 24-320 — portant création de l'université des sciences de la santé."
"DECRET PRESIDENTIEL n° 23-119 — portant nomination des membres du Gouvernement","DECRET EXECUTIF n° 24-320 — portant création de l'université des sciences de la santé."
"DECRET EXECUTIF n° 03-279 — fixant les missions et les règles particulières d'organisation et de fonctionnement de l'université","DECRET EXECUTIF n° 24-320 — portant création de l'université des sciences de la santé."
"DECRET EXECUTIF n° 09-340 — portant création de l'université d'Alger 2","DECRET EXECUTIF n° 24-322 — modifiant et complétant le décret exécutif n° 09-340 du 3 Dhou El Kaâda 1430 correspondant au 22 octobre 2009 portant création de l'université d'Alger 2."
"ORDONNANCE n° 06-03 — portant statut général de la fonction publique","DECRET EXECUTIF n° 24-323 — portant création d'un centre de recherche en nanosciences et nanotechnologies (CRNN)."
"LOI n° 15-21 — portant loi d'orientation sur la recherche scientifique et le développement technologique","DECRET EXECUTIF n° 24-323 — portant création d'un centre de recherche en nanosciences et nanotechnologies (CRNN)."
"DECRET PRESIDENTIEL n° 23-119 — portant nomination des membres du Gouvernement","DECRET EXECUTIF n° 24-323 — portant création d'un centre de recherche en nanosciences et nanotechnologies (CRNN)."
"DECRET EXECUTIF n° 08-131 — portant statut particulier du chercheur permanent","DECRET EXECUTIF n° 24-323 — portant création d'un centre de recherche en nanosciences et nanotechnologies (CRNN)."
"DECRET EXECUTIF n° 11-396 — fixant le statut-type de l'établissement public à caractère scientifique et technologique","DECRET EXECUTIF n° 24-323 — portant création d'un centre de recherche en nanosciences et nanotechnologies (CRNN)."
"ORDONNANCE n° 06-03 — portant statut général de la fonction publique","DECRET EXECUTIF n° 24-324 — portant création d'un centre de recherche en mathématiques appliquées."
"LOI n° 15-21 — portant loi d'orientation sur la recherche scientifique et le développement technologique","DECRET EXECUTIF n° 24-324 — portant création d'un centre de recherche en mathématiques appliquées."
"DECRET PRESIDENTIEL n° 23-119 — portant nomination des membres du Gouvernement","DECRET EXECUTIF n° 24-324 — portant création d'un centre de recherche en mathématiques appliquées."
"DECRET EXECUTIF n° 08-131 — portant statut particulier du chercheur permanent","DECRET EXECUTIF n° 24-324 — portant création d'un centre de recherche en mathématiques appliquées."
"DECRET EXECUTIF n° 11-396 — fixant le statut-type de l'établissement public à caractère scientifique et technologique","DECRET EXECUTIF n° 24-324 — portant création d'un centre de recherche en mathématiques appliquées."
"ORDONNANCE n° 66-156 — portant code pénal","DECRET EXECUTIF n° 24-325 — fixant les catégories des bénéficiaires de l'allocation forfaitaire de solidarité ainsi que les conditions et les modalités du bénéfice de cette allocation."
"LOI n° 83-11 — relative aux assurances sociales","DECRET EXECUTIF n° 24-325 — fixant les catégories des bénéficiaires de l'allocation forfaitaire de solidarité ainsi que les conditions et les modalités du bénéfice de cette allocation."
"LOI n° 11-10 — relative à la commune","DECRET EXECUTIF n° 24-325 — fixant les catégories des bénéficiaires de l'allocation forfaitaire de solidarité ainsi que les conditions et les modalités du bénéfice de cette allocation."
"DECRET PRESIDENTIEL n° 23-119 — portant nomination des membres du Gouvernement","DECRET EXECUTIF n° 24-325 — fixant les catégories des bénéficiaires de l'allocation forfaitaire de solidarité ainsi que les conditions et les modalités du bénéfice de cette allocation."
"DECRET EXECUTIF n° 94-336 — portant application des dispositions de l'article 22 du décret législatif n° 94-08 du 15 Dhou El Hidja 1414 correspondant au 26 mai 1994 portant loi de finances complémentaire pour 1994","DECRET EXECUTIF n° 24-325 — fixant les catégories des bénéficiaires de l'allocation forfaitaire de solidarité ainsi que les conditions et les modalités du bénéfice de cette allocation."
"DECRET EXECUTIF n° 96-232 — portant création et fixant les statuts de l'agence de développement social","DECRET EXECUTIF n° 24-325 — fixant les catégories des bénéficiaires de l'allocation forfaitaire de solidarité ainsi que les conditions et les modalités du bénéfice de cette allocation."
"DECRET EXECUTIF n° 03-45 — fixant les modalités d'application des dispositions de l'article 7 de la loi n° 02-09 du 25 Safar 1423 correspondant au 8 mai 2002 relative à la protection et à la promotion des personnes handicapées","DECRET EXECUTIF n° 24-325 — fixant les catégories des bénéficiaires de l'allocation forfaitaire de solidarité ainsi que les conditions et les modalités du bénéfice de cette allocation."
"DECRET EXECUTIF n° 91-147 — portant transformation de la nature juridique des statuts des offices de promotion et de gestion immobilières et détermination des modalités de leur organisation et de leur fonctionnement","DECRET EXECUTIF n° 24-326 — complétant le décret exécutif n° 91-147 du 12 mai 1991 portant transformation de la nature juridique des statuts des offices de promotion et de gestion immobilières et détermination des modalités de leur organisation et de leur fonctionnement."
"LOI n° 84-09 — relative à l'organisation territoriale du pays","DECRET EXECUTIF n° 24-326 — complétant le décret exécutif n° 91-147 du 12 mai 1991 portant transformation de la nature juridique des statuts des offices de promotion et de gestion immobilières et détermination des modalités de leur organisation et de leur fonctionnement."
"DECRET PRESIDENTIEL n° 23-119 — portant nomination des membres du Gouvernement","DECRET EXECUTIF n° 24-326 — complétant le décret exécutif n° 91-147 du 12 mai 1991 portant transformation de la nature juridique des statuts des offices de promotion et de gestion immobilières et détermination des modalités de leur organisation et de leur fonctionnement."
"ARRETE — portant désignation des membres du comité national de prévention et de lutte contre les zoonoses","ARRETE — modifiant l'arrêté du 25 Rabie Ethani 1443 correspondant au 30 novembre 2021 portant désignation des membres du comité national de prévention et de lutte contre les zoonoses."
"LOI n° 18-15 — relative aux lois de finances","DECRET EXECUTIF n° 24-365 — portant réorganisation des instituts nationaux de formation supérieure des cadres de la jeunesse et des sports"
"ORDONNANCE n° 06-03 — portant statut général de la fonction publique","DECRET EXECUTIF n° 24-365 — portant réorganisation des instituts nationaux de formation supérieure des cadres de la jeunesse et des sports"
"LOI n° 13-05 — relative à l'organisation et au développement des activités physiques et sportives","DECRET EXECUTIF n° 24-365 — portant réorganisation des instituts nationaux de formation supérieure des cadres de la jeunesse et des sports"
"DECRET EXECUTIF n° 84-296 — relatif aux tâches d'enseignement et de formation à titre d'occupation accessoire","DECRET EXECUTIF n° 24-365 — portant réorganisation des instituts nationaux de formation supérieure des cadres de la jeunesse et des sports"
"DECRET PRESIDENTIEL n° 07-307 — fixant les modalités d'attribution de la bonification indiciaire aux titulaires de postes supérieurs dans les institutions et administrations publiques","DECRET EXECUTIF n° 24-365 — portant réorganisation des instituts nationaux de formation supérieure des cadres de la jeunesse et des sports"
"DECRET PRESIDENTIEL n° 23-119 — portant nomination des membres du Gouvernement","DECRET EXECUTIF n° 24-365 — portant réorganisation des instituts nationaux de formation supérieure des cadres de la jeunesse et des sports"
"DECRET EXECUTIF n° 90-130 — portant création d'un institut national de formation supérieure des cadres de la jeunesse à Ouargla","DECRET EXECUTIF n° 24-365 — portant réorganisation des instituts nationaux de formation supérieure des cadres de la jeunesse et des sports"
"DECRET EXECUTIF n° 90-183 — érigeant l'école de formation des cadres de la jeunesse de Ain Benian en institut national de formation supérieure en sciences et technologie du sport","DECRET EXECUTIF n° 24-365 — portant réorganisation des instituts nationaux de formation supérieure des cadres de la jeunesse et des sports"
"DECRET EXECUTIF n° 94-38 — portant transformation de l'institut national de formation supérieure en sciences et technologie du sport d'Oran en institut national de formation supérieure des cadres de la jeunesse et des sports d'Oran","DECRET EXECUTIF n° 24-365 — portant réorganisation des instituts nationaux de formation supérieure des cadres de la jeunesse et des sports"
"DECRET EXECUTIF n° 2000-52 — portant transformation de l'institut national de formation supérieure en sciences et technologie du sport de Constantine en institut national de formation supérieure des cadres de la jeunesse et des sports","DECRET EXECUTIF n° 24-365 — portant réorganisation des instituts nationaux de formation supérieure des cadres de la jeunesse et des sports"
"DECRET EXECUTIF n° 01-55 — portant création, organisation et fonctionnement du lycée sportif national","DECRET EXECUTIF n° 24-365 — portant réorganisation des instituts nationaux de formation supérieure des cadres de la jeunesse et des sports"
"DECRET EXECUTIF n° 15-213 — fixant les modalités d'application des dispositions statutaires relatives au sportif d'élite et de haut niveau","DECRET EXECUTIF n° 24-365 — portant réorganisation des instituts nationaux de formation supérieure des cadres de la jeunesse et des sports"
"ORDONNANCE n° 66-156 — portant code pénal","DECRET EXECUTIF n° 24-366 — relatif au certificat médical et aux examens et analyses, prénuptiaux"
"ORDONNANCE n° 70-20 — relative à l'état civil","DECRET EXECUTIF n° 24-366 — relatif au certificat médical et aux examens et analyses, prénuptiaux"
"ORDONNANCE n° 75-58 — portant code civil","DECRET EXECUTIF n° 24-366 — relatif au certificat médical et aux examens et analyses, prénuptiaux"
"LOI n° 84-11 — portant code de la famille","DECRET EXECUTIF n° 24-366 — relatif au certificat médical et aux examens et analyses, prénuptiaux"
"LOI n° 18-11 — relative à la santé","DECRET EXECUTIF n° 24-366 — relatif au certificat médical et aux examens et analyses, prénuptiaux"
"DECRET PRESIDENTIEL n° 23-119 — portant nomination des membres du Gouvernement","DECRET EXECUTIF n° 24-366 — relatif au certificat médical et aux examens et analyses, prénuptiaux"
"DECRET EXECUTIF n° 06-154 — fixant les conditions et modalités d'application des dispositions de l'article 7 bis de la loi n° 84-11 du 9 juin 1984 portant code de la famille","DECRET EXECUTIF n° 24-366 — relatif au certificat médical et aux examens et analyses, prénuptiaux"
"DECRET EXECUTIF n° 20-356 — portant création de l'établissement de promotion et gestion des structures d'appui aux start-up et fixant ses missions, son organisation et son fonctionnement","DECRET EXECUTIF n° 24-367 — modifiant et complétant le décret exécutif n° 20-356 du 14 Rabie Ethani 1442 correspondant au 30 novembre 2020 portant création de l'établissement de promotion et gestion des structures d'appui aux start-up et fixant ses missions, son organisation et son fonctionnement"
"DECRET EXECUTIF n° 20-254 — portant création du comité national de labellisation des « Start-up », des « Projets innovants » et des « Incubateurs » et fixant ses missions, sa composition et son fonctionnement","DECRET EXECUTIF n° 24-367 — modifiant et complétant le décret exécutif n° 20-356 du 14 Rabie Ethani 1442 correspondant au 30 novembre 2020 portant création de l'établissement de promotion et gestion des structures d'appui aux start-up et fixant ses missions, son organisation et son fonctionnement"
"DECRET PRESIDENTIEL n° 23-119 — portant nomination des membres du Gouvernement","DECRET EXECUTIF n° 24-367 — modifiant et complétant le décret exécutif n° 20-356 du 14 Rabie Ethani 1442 correspondant au 30 novembre 2020 portant création de l'établissement de promotion et gestion des structures d'appui aux start-up et fixant ses missions, son organisation et son fonctionnement"
"DECRET EXECUTIF n° 14-203 — fixant les conditions et les modalités d'acquisition du logement promotionnel public","DECRET EXECUTIF n° 24-373 — complétant le décret exécutif n° 14-203 du 17 Ramadhan 1435 correspondant au 15 juillet 2014 fixant les conditions et les modalités d'acquisition du logement promotionnel public"
"ORDONNANCE n° 75-59 — portant code du commerce","DECRET EXECUTIF n° 24-373 — complétant le décret exécutif n° 14-203 du 17 Ramadhan 1435 correspondant au 15 juillet 2014 fixant les conditions et les modalités d'acquisition du logement promotionnel public"
"DECRET PRESIDENTIEL n° 23-119 — portant nomination des membres du Gouvernement","DECRET EXECUTIF n° 24-373 — complétant le décret exécutif n° 14-203 du 17 Ramadhan 1435 correspondant au 15 juillet 2014 fixant les conditions et les modalités d'acquisition du logement promotionnel public"
"LOI n° 14-10 — portant loi de finances pour 2015","LOI n° 23-22 — portant loi de finances pour 2024"
"DECRET EXECUTIF n° 09-410 — fixant les règles de sécurité applicables aux activités portant sur les équipements sensibles","ARRETE — portant actualisation de la liste des équipements sensibles fixée à l'annexe I du décret exécutif nº 09-410 du 23 Dhou El Hidja 1430 correspondant au 10 décembre 2009 fixant les règles de sécurité applicables aux activités portant sur les équipements sensibles"
"DECRET PRESIDENTIEL n° 20-95 — fixant les missions et attributions du secrétaire général du ministère de la défense nationale","ARRETE — portant actualisation de la liste des équipements sensibles fixée à l'annexe I du décret exécutif nº 09-410 du 23 Dhou El Hidja 1430 correspondant au 10 décembre 2009 fixant les règles de sécurité applicables aux activités portant sur les équipements sensibles"
"DECRET PRESIDENTIEL n° 23-119 — portant nomination des membres du Gouvernement","ARRETE — portant actualisation de la liste des équipements sensibles fixée à l'annexe I du décret exécutif nº 09-410 du 23 Dhou El Hidja 1430 correspondant au 10 décembre 2009 fixant les règles de sécurité applicables aux activités portant sur les équipements sensibles"
"DECRET EXECUTIF n° 98-96 — fixant les modalités d'application de l'ordonnance n° 97-06 du 12 Ramadhan 1417 correspondant au 21 janvier 1997 relative aux matériels de guerre, armes et munitions","ARRETE — portant actualisation de la liste des équipements sensibles fixée à l'annexe I du décret exécutif nº 09-410 du 23 Dhou El Hidja 1430 correspondant au 10 décembre 2009 fixant les règles de sécurité applicables aux activités portant sur les équipements sensibles"
